Image Caption,Image URL
Có những cách nào để chẩn đoán ung thư vú?,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/16/press-release-vi-la-phoi-khoe-2021-2023-16-novfinaldocx-1605539838949.png
Có thể biết tình trạng sức khỏe qua... cái bắt tay,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/13/20200224083437724995-battaymax-1800-x-1800-1605253926135.jpg
"Ra máu âm đạo khi đã mãn kinh, coi chừng ung thư",https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/13/ung-thu-2-1605256529222.jpg
Tiên lượng bệnh của ung thư tuyến giáp thể tủy,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/10/trieuchungungthutuyengiap-11-1605022475102.jpg
Tiên lượng của bệnh nhân ung thư vú thụ thể nội tiết dương tính,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/02/27/tuoi-la-yeu-to-nguy-co-cao-cua-ung-thu-vudocx-1582816216078.jpeg
Xét nghiệm nào để chẩn đoán ung thư tuyến giáp,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/02/23/ungthutuyengiap-11-1582429382239.jpg
Cảnh giác với ung thư nếu xuất hiện những dấu hiệu này khi tiểu tiện,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/11/prostatecancersymptoms-urinationsholdsmanysignsandwarningsofdeadlycondition-1222268-1605111734127.jpg
Sinh thiết trong khi mổ,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/10/ungthutuy-1-1605022741673.png
Hai vợ chồng khóc ân hận khi biết mình mắc ung thư gan từ thói quen ăn hoa quả,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/10/hai-vo-chong-khoc-an-han-khi-biet-minh-mac-ung-thu-gan-tu-thoi-quen-an-hoa-qua-1-1605022920394.jpg
Mật độ nhu mô tuyến vú có liên quan đến ung thư vú?,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/21/2-1605931011507.jpg
Thêm hy vọng cho người bệnh ung thư,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/24/ungthucotucung-1603548509784.jpg
"Thanh niên chưa vợ đã phải cắt ""của quý"", bác sĩ chỉ rõ thủ phạm gây điều này",https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/21/2-1605929776433.jpg
"Mỗi năm ghi nhận hơn 15.200 ca ung thư vú, nhiều chị em vẫn e ngại không đi khám sàng lọc",https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/21/2-1605930557242.png
"Ra máu vùng kín sau khi quan hệ, người phụ nữ bất ngờ phát hiện ung thư",https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/11/sailamkhigiatquanaogayviemnhiemphukhoa-4-1605080285828.jpg
Phương pháp giá rẻ xác định 5 loại ung thư trước đến 4 năm,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/22/phuong-phap-gia-re-xac-dinh-5-loai-ung-thu-truoc-den-4-nam-1-1606015100032.jpg
"Sau 1 năm không theo dõi điều trị, nang thận tiến triển thành ung thư",https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/11/nang-than-2-1605069064849.jpg
"Dùng loại thuốc phổ biến trong hoàn cảnh này, coi chừng tử vong sớm",https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/22/dung-loai-thuoc-pho-bien-trong-hoan-canh-nay-coi-chung-tu-vong-som-1-1606014990757.png
Sốc: Phát hiện ung thư da vì nhiễm độc thạch tín,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/11/1-1605067226358.jpg
Thứ bí ẩn trong ruột người có thể tấn công 3 loại ung thư,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/22/thu-bi-an-trong-ruot-nguoi-co-the-tan-cong-3-loai-ung-thu-1-1606014883174.jpg
Những dấu hiệu cảnh báo ung thư tuyến tiền liệt,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/11/tuyen-tien-liet-1605050717269.jpg
Bé gái 30 tháng tuổi tử vong vì mẹ dùng thực dưỡng chữa ung thư máu,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/22/be-gai-30-thang-tuoi-tu-vong-vi-me-dung-thuc-duong-chua-ung-thu-mau-1-1606015638831.jpg
Chạy đua với tử thần cứu mẹ con thai phụ bị ung thư,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/10/ung-thu-2-1604995247855.jpg
Phát hiện chất béo… tiêu diệt ung thư ngay trong cơ thể người,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/22/phat-hien-chat-beo-tieu-diet-ung-thu-ngay-trong-co-the-nguoi-1-1606015523430.jpg
"Nghiên cứu ra loại vắc xin điều trị, tiêu diệt 6 loại ung thư",https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/22/nghien-cuu-ra-loai-vacxin-dieu-tri-tieu-diet-6-loai-ung-thu-1-1606015331506.jpg
Phối hợp đa chuyên khoa tối ưu hóa điều trị ung thư vú,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/09/hoi-chan-1604924426243.jpg
Biến đổi khí hậu có thể là nguyên nhân gia tăng mắc các bệnh ung thư cao,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/10/ung-thudocx-1604966926938.jpeg
U xơ tử cung có thể tiến triển thành ung thư cổ tử cung?,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/09/20190819035845484885-viemphanphumantmax-1800-x-1800-1604924955164.jpg
Kéo dài tuổi thọ cho người bị ung thư đại trực tràng tái phát,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/09/ung-thu-1604921095282.jpg
5 yếu tố giúp chúng ta tránh xa bệnh ung thư,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/09/womandoingpilateshomeworkoutlaptopyoga-1604910081539.jpg
MC nổi tiếng nước Mỹ qua đời vì ung thư,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/09/mc-noi-tieng-nuoc-my-qua-doi-vi-ung-thu-1-1604933489924.jpg
"Trị khối u tuyến vú, tuyến giáp bằng công nghệ vi sóng",https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/09/tri-khoi-u-tuyen-vu-tuyen-giap-bang-cong-nghe-vi-song-1-1604932227165.jpg
Tất cả những điều bạn cần biết để ngừa ung thư dạ dày,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/16/nhung-dieu-can-biet-ve-ung-thu-da-daydocx-1602855797479.jpeg
Ai dễ mắc ung thư cổ tử cung?,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/09/1-1604937068384.png
Sao Việt làm gì khi biết mình mắc ung thư?,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/09/sao-viet-lam-gi-khi-biet-minh-mac-ung-thu-1-1604933135909.jpg
Ung thư bàng quang là gì?,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/08/20190914081355644964-ungthubangquang-4-max-800-x-800-1604804751256.jpg
Mày râu cũng... ung thư vú,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/09/may-rau-cung-ung-thu-vu-1-1604932410775.jpg
"5 bộ phận cơ thể dễ trở thành ""mục tiêu"" của ung thư",https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/07/coloncancerc-4-fc-89-b-578934-d-8-ba-3-a-257-bba-6-e-15-bfeprv-1604749312378.jpg
Mỹ thu hồi thuốc trị tiểu đường nghi chứa chất gây ung thư,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/08/thuoccnn-1604641001405154165548-1604844936474.jpg
“Hoa khôi truyền cảm hứng” đã chiến thắng bệnh ung thư,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/09/1-1604937370627.jpg
Ung thư bàng quang có liên quan đến thuốc lá,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/09/dscf-8918-1604934002408.jpg
Các thực phẩm bác sĩ điều trị ung thư khuyên bạn tránh xa,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/09/cac-thuc-pham-bac-si-dieu-tri-ung-thu-khuyen-ban-tranh-xa-1-1604933710822.jpg
Thay đổi lối sống và chế độ ăn như thế nào để ngừa ung thư?,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/06/foodasmedicine-1604673131178.jpg
Triệu chứng của bệnh ung thư diễn viên Ninh Dương Lan Ngọc từng mắc,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/06/ninhduonglanngoc-1604600903709-1604659109799.jpg
Gia tăng nguy cơ tử vong khi trì hoãn điều trị ung thư trong thời kỳ dịch Covid-19,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/08/ungthucnn-1595527473550977688254-1604844790854.jpg
Cách phát hiện sớm ung thư gan,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/08/21/ungthugan-01-1597997178774.jpg
Phân biệt nhiệt miệng và ung thư lưỡi,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/09/1-1604937863590.jpg
"Bệnh nhân ung thư mắc bẫy ""cò mồi"": Tận cùng của sự độc ác",https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/05/comoi-16045810726781608913594-1604585956856.jpg
