Image Caption,Image URL
"Muốn sống lâu, nên có bác sĩ 'ruột'",https://cdn.tuoitre.vn/zoom/212_132/2018/7/10/photo1531216895689-15312168956901005545316.jpg
Đừng xấu hổ khi mắc bệnh vùng kín,https://cdn.tuoitre.vn/zoom/212_132/2018/7/10/photo1531187776115-1531187776115236732637.jpg
Chữa các kiểu chóng mặt,https://cdn.tuoitre.vn/zoom/212_132/2018/6/28/photo1530153201376-15301532013771046290084.jpg
"Sáng ăn bánh canh ốc 'móng tay', trưa thủng ruột",https://cdn.tuoitre.vn/zoom/212_132/2018/6/20/photo1529482360384-15294823603851980759646.jpg
Liệu pháp miễn dịch cứu sống người bị ung thư di căn khắp cơ thể,https://cdn.tuoitre.vn/zoom/212_132/2018/6/5/photo1528171115971-1528171115972226069859.jpg
Cẩn trọng đau bụng ruột hoại tử,https://cdn.tuoitre.vn/zoom/212_132/2018/6/5/photo1528163800424-15281638004241006508466.jpg
"Bị chó dại cắn trong lúc chữa bệnh, nữ bác sĩ thú y trẻ tử vong",https://cdn.tuoitre.vn/zoom/212_132/2018/6/5/photo1528184058081-1528184058816435752226.jpg
Bé gái 1 tuổi bị tan máu cấp vì dùng lá lộc mại chữa táo bón,https://cdn.tuoitre.vn/zoom/212_132/2018/5/31/photo1527740203347-1527740203348445712393.jpg
"Van tim không kín, nguy không?",https://cdn.tuoitre.vn/zoom/212_132/2018/4/3/photo1522722560095-15227225600951170308953.jpg
"Tằng hắng liên tục, bệnh gì?",https://cdn.tuoitre.vn/zoom/212_132/2018/3/27/photo1522123922758-1522123922759220631168.jpg
"Ợ hơi liên tục, phải làm sao?",https://cdn.tuoitre.vn/zoom/212_132/2018/3/19/photo1521428244782-1521428244782700373161.jpg
Thoái hóa cột sống - nguồn cơn gây ra các bệnh xương khớp,https://cdn.tuoitre.vn/zoom/212_132/2017/photo1513600778017-1513600778017.jpg
​Du lịch kết hợp điều trị hiếm muộn tại Việt Nam,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/30/hinh-1-1504080137.jpg
​Một số câu hỏi về vắc xin ngừa cúm liên quan đến thai kỳ,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/28/hinh-4-1503912746.jpg
​Lô hội chữa được nhiều bệnh,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/28/hinh-3-1503912513.jpg
​Hẹp bao quy đầu,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/28/hinh-2-1503912355.jpg
​Cấp cứu ngừng tim đột ngột một số trường hợp thường gặp,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/28/hinh-1-1503912240.jpg
​Những dấu hiệu nhận biết khi cơ thể thiếu vitamin,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/26/hinh-4-1503738783.jpg
​Thịt và trứng ngỗng,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/26/hinh-3-1503738639.jpg
​Bệnh tả và cách phòng tránh,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/25/hinh-1-1503654522.jpg
​Sữa chua giúp tăng cường hệ miễn dịch của cơ thể,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/24/hinh-4-1503567500.jpg
​Làm gì khi trong nhà có người bị sốt xuất huyết?,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/24/hinh-3-1503567188.jpg
​“Dị vật đường thở” – tai nạn thường gặp ở trẻ,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/24/hinh-2-1503567048.jpg
​Cây mật nhân - thảo dược điều trị rối loạn tiêu hóa,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/24/hinh-1-1503566866.jpg
Công bố chế tạo thành công phức hệ nano FGC,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/23/curcumin-1-1503476918.jpg
​Nguyên nhân gây viêm loét dạ dày - tá tràng,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/23/hinh-3-1503481953.jpg
​Tai biến mạch máu não,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/23/hinh-4-1503482159.jpg
​Bạn làm gì khi bé bị sốt cao?,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/23/hinh-2-1503481855.jpg
"​Ăn ít muối natri, nhiều calci và kali để phòng tăng huyết áp",https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/23/hinh-1-1503481696.jpg
​Bệnh viêm kết mạc cấp,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/22/hinh-4-1503391119.jpg
"​Hà thủ ô làm đen tóc, râu, khỏe gân xương",https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/22/hinh-3-1503391026.jpg
​Những nguyên nhân ảnh hưởng đến chức năng thận,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/22/hinh-2-1503390919.jpg
​Sữa mẹ yêu thương,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/22/hinh-1-1503390792.jpg
​Bệnh tăng huyết áp và cách xử trí,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/21/hinh-4-1503309554.jpg
​Viêm da do tiếp xúc kiến ba khoang,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/19/hinh-4-1503130145.jpg
​Để cha mẹ yên tâm khi cho con đi chích ngừa,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/19/hinh-1-1503129764.jpg
​Khi nào trẻ cần bổ sung vitamin và khoáng chất bằng thuốc?,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/18/hinh-3-1503045076.jpg
"​Tiểu đường, một căn bệnh phổ biến hiện nay",https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/18/hinh-1-1503044728.jpg
​Những bệnh thường gặp ở da,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/18/hinh-4-1503045296.jpg
​Chế độ ăn uống hợp lý cho người bị viêm dạ dày,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/18/hinh-2-1503044942.jpg
​Trứng - thực phẩm có giá trị dinh dưỡng cao,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/17/hinh-4-1502960719.jpg
​Thuốc nam chữa viêm đường hô hấp,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/17/hinh-3a-1502960383.jpg
​Sàng lọc trước sinh và sàng lọc sơ sinh,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/17/hinh-2-1502959968.jpg
​Biếng ăn ở trẻ em,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/17/hinh-1-1502959693.jpg
​Nguyên tắc sử dụng kháng sinh,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/16/hinh-4-1502875734.jpg
​Nên cho trẻ ăn trứng như thế nào?,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/16/hinh-3-1502875503.jpg
​Một số phương pháp sơ cứu thường gặp khi trẻ bị thương tích,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/16/hinh-2-1502875251.jpg
​Bệnh còi xương ở trẻ em - những điều cần biết,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/16/hinh-1-1502874943.jpg
​Những lưu ý trong chăm sóc trẻ sơ sinh,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/15/hinh-4-1502788846.jpg
​Một số lưu ý để cho trẻ ăn dặm đúng cách,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/14/hinh-1-1502696507.jpg
​10 món ăn là vị thuốc chữa ho khan,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/11/hinh-4-1502441301.jpg
​Thức ăn có hàm lượng muối cao: kẻ thù giấu mặt,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/11/hinh-3-1502441177.jpg
IQ và EQ: nền tảng thành công tương lai của trẻ,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/11/2-jpg-1502445831.jpg
​Thuốc nam điều trị chứng hôi miệng,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/11/hinh-2-1502441038.jpg
​Rối loạn lo âu ở trẻ khi bắt đầu đi học,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/11/hinh-1-1502440938.jpg
​Dùng sữa chua uống men sống Probi giúp trẻ ít mắc bệnh cảm cúm,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/11/sua-chua-uong-men-song-vinamilk-probi-1502424331.jpg
Laser và ánh sáng - phương pháp chăm sóc da 'gây bão'?,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/11/0-1502417240.jpg
​Chăm sóc người già sau tai biến: đề cao tính tự chủ,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/10/1-1502360269.jpg
​Phương pháp vật lý trị liệu hỗ trợ cắt cơn cao huyết áp,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/10/hinh-4-1502360028.jpg
​Phòng biến chứng về mắt ở bệnh nhân đái tháo đường,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/10/hinh-3-1502359895.jpg
Lạm dụng nước đá và kem lạnh không tốt cho sức khỏe,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/10/hinh-2-1502359707.jpg
"​Chế độ ăn khi bị viêm loét dạ dày, tá tràng",https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/10/7-1502359589.jpg
"​Sớm nhận biết và chăm sóc, nâng đỡ trẻ bị lạm dụng tình dục",https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/09/hinh-4-1502267264.jpg
​Tiêm insulin đúng cách và an toàn,
"​Bệnh viêm màng não: phát hiện kịp thời, điều trị sớm",https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/08/hinh-1-1502183143.jpg
"​Lịch nghỉ 2/9 của cán bộ, công chức, người lao động",
​Giải pháp ngăn ngừa suy kiệt cho bệnh nhân ung bướu?!,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/07/cucurmin-1-1502094239.jpg
​Xông thuốc từ lá cây trị bệnh cảm cúm thông thường,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/07/hinh-4-1502098237.jpg
​Mất trí do suy sụp chức năng trí tuệ,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/07/hinh-1-1502098465.jpg
​Bác sĩ 'mách' 5 dấu hiệu cần đi khám bệnh lý cột sống cổ,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/07/hinh-3-1502098196.jpg
​Trà thảo dược giải độc gan,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/07/hinh-2-1502097928.jpg
"​6 việc cần làm để phòng, chống bệnh cảm lạnh",https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/05/hinh-4-1501921919.jpg
​Sơ cứu cơn đau thắt ở ngực,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/05/hinh-3-1501921813.jpg
​Sốt cao co giật ở trẻ em và cách xử trí,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/05/hinh-2-1501921724.jpg
​Những lời khuyên khi cho bú và cai sữa cho trẻ,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/05/hinh-1-1501921643.jpg
​Hội chứng sa sút tâm thần ở người cao tuổi,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/04/hinh-4-1501838961.jpg
​Vị thuốc từ cây ngũ gia bì,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/04/hinh-3-1501837849.jpg
​Không nên lạm dụng thuốc bổ,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/04/hinh-2-1501837660.jpg
​Điều gì sẽ xảy ra với cơ thể khi bạn từ bỏ thuốc lá?,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/04/hinh-1-1501837438.jpg
​Dinh dưỡng trong các bệnh ngoại khoa,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/02/hinh-4-1501664894.jpg
​Tại sao khi bị vết thương hở ngoài da phải tiêm phòng uốn ván,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/02/hinh-3-1501664459.jpg
​Vận động thế nào cho phù hợp với người cao tuổi?,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/02/hinh-2-1501664246.jpg
​Các loại chất béo tốt cho tim mạch,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/02/hinh-1-1501664045.jpg
​Vai trò quan trọng của rau tươi trong dinh dưỡng,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/01/hinh-4-1501579255.jpg
​Trái khổ qua: vị thuốc mát gan,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/01/hinh-3-jpg-1501579078.jpg
​Phòng ngừa các biến chứng mạn tính của bệnh đái tháo đường,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/01/hinh-2-1501578951.jpg
"​Khó thở ở trẻ nhỏ, vấn đề cần quan tâm",https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/08/01/hinh-1-1501578840.jpg
​Tăng huyết áp thai kỳ,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/07/31/hinh-4-1501492501.jpg
"​Phòng tránh té, ngã ở người già",https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/07/31/hinh-3-1501492369.jpg
​Nước uống mùa hè cho trẻ nhỏ,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/07/31/hinh-2-1501492140.jpg
"​Chuối tiêu tốt cho người bệnh gan, tăng huyết áp và vận động viên",https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/07/31/hinh-1-1501491924.jpg
​Tuổi nào thường bị động kinh?,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/07/29/hinh-4-1501316008.jpg
​Phụ nữ có nhiều yếu tố nguy cơ tim mạch không kém nam giới,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/07/29/hinh-3-1501315364.jpg
​Những điều cần biết về ung thư tiền liệt tuyến,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/07/29/hinh-2-1501315202.jpg
​Thực phẩm đóng hộp chứa nhiều đường hơn mức ghi trên bao bì,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/07/27/hinh-5-1501146105.jpg
​Vài điều cần biết về ngộ độc cá nóc,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/07/27/hinh-4-1501145614.jpg
​Đu đủ - vị thuốc quý,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/07/27/hinh-3-1501145306.jpg
​Vô sinh thứ phát ngày càng gia tăng,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/07/27/hinh-2-1501145171.jpg
"​Nguyên nhân, triệu chứng và cách ngừa viêm âm đạo",https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/07/27/hinh-1-1501145054.jpg
​Những món ăn chế biến từ đậu nành và bệnh xơ vữa động mạch,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/07/26/hinh-5-1501060165.jpg
"​Bí quyết để có làn da bóng sáng mà vẫn nhẹ nhõm, tự nhiên",https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/07/26/hinh-6-1501060424.jpg
​Vài điều cần biết về bệnh viêm gan B,
​Bổ sung thừa vitamin C có tác hại?,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/07/26/hinh-2-1501058652.jpg
​Ảnh hưởng tai hại của việc mất ngủ,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/07/26/hinh-1-1501058320.jpg
​Làm gì trước nguy cơ gia tăng tỷ lệ bị bướu cổ ở trẻ em Việt Nam,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/07/25/img-0566-1500971133.jpg
​Bài thuốc dân gian trị chứng mất sữa,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/07/25/hinh-4-1500977018.jpg
​Phòng bệnh thoái hóa khớp gối,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/07/24/hinh-2-1500882321.jpg
​Dinh dưỡng hợp lý để giữ gìn vóc dáng cho người phụ nữ,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/07/24/hinh-1-1500882119.jpg
"Trẻ dùng smartphone càng sớm, càng nhiều thì mắt càng bị hại",https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/07/21/hinh-3-1500626385.jpg
"​Phòng ngừa ngộ độc thực phẩm trong mùa nắng, nóng",https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/07/20/hinh-1-1500539684.jpg
​Những biểu hiện khi bị thai ngoài tử cung,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/07/19/hinh-6-1500451934.jpg
​Coi chừng hỏng hết răng vì bệnh viêm nha chu,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/07/19/hinh-4-1500451300.jpg
​Cần phát hiện sớm ung thư tuyến tiền liệt,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/07/19/1-1500451173.jpg
​Bệnh lý về lưỡi - biện pháp điều trị,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/07/19/hinh-2-1500450910.jpg
"​Bệnh ""cứt trâu"" ở trẻ nhỏ",https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/07/19/hinh-1-1500450477.jpg
​Nữ tiến sĩ 10 năm nghiên cứu sản phẩm cho bệnh nhân ung thư,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/07/19/curcumin-1-jpg-1500438676.jpg
​Dấu hiệu bà bầu sắp sinh,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/07/18/hinh-5-1500366576.jpg
​Người bị yếu sinh lý nên kiêng ăn gì?,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/07/18/hinh-4-1500366457.jpg
​Có phải uống sữa nhiều thì trẻ sẽ cao?,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/07/18/hinh-3-1500366269.jpg
​Áo chống nắng nào giúp chống tia UV bức xạ cực tím?,https://cdn.tuoitre.vn/zoom/212_132/tto/i/s626/2017/07/18/hinh-2-1500366035.jpg
